county,state,state_abb,year,total_population
hoonah-angoon census area,alaska,AK,2013,2116
hoonah-angoon census area,alaska,AK,2014,2098
hoonah-angoon census area,alaska,AK,2015,2132
hoonah-angoon census area,alaska,AK,2016,2121
hoonah-angoon census area,alaska,AK,2017,2139
hoonah-angoon census area,alaska,AK,2018,2155
hoonah-angoon census area,alaska,AK,2019,2148
juneau city and borough,alaska,AK,2010,31387
juneau city and borough,alaska,AK,2011,32161
juneau city and borough,alaska,AK,2012,32384
juneau city and borough,alaska,AK,2013,32594
juneau city and borough,alaska,AK,2014,32481
juneau city and borough,alaska,AK,2015,32615
juneau city and borough,alaska,AK,2016,32412
juneau city and borough,alaska,AK,2017,32098
juneau city and borough,alaska,AK,2018,32037
juneau city and borough,alaska,AK,2019,31974
kenai peninsula borough,alaska,AK,2010,55554
kenai peninsula borough,alaska,AK,2011,56299
kenai peninsula borough,alaska,AK,2012,56900
kenai peninsula borough,alaska,AK,2013,57014
kenai peninsula borough,alaska,AK,2014,57558
kenai peninsula borough,alaska,AK,2015,58034
kenai peninsula borough,alaska,AK,2016,58458
kenai peninsula borough,alaska,AK,2017,58558
kenai peninsula borough,alaska,AK,2018,58561
kenai peninsula borough,alaska,AK,2019,58708
ketchikan gateway borough,alaska,AK,2010,13573
ketchikan gateway borough,alaska,AK,2011,13674
ketchikan gateway borough,alaska,AK,2012,13729
ketchikan gateway borough,alaska,AK,2013,13722
ketchikan gateway borough,alaska,AK,2014,13802
ketchikan gateway borough,alaska,AK,2015,13702
ketchikan gateway borough,alaska,AK,2016,13707
ketchikan gateway borough,alaska,AK,2017,13834
ketchikan gateway borough,alaska,AK,2018,13856
ketchikan gateway borough,alaska,AK,2019,13901
kodiak island borough,alaska,AK,2010,13646
kodiak island borough,alaska,AK,2011,13806
kodiak island borough,alaska,AK,2012,14037
kodiak island borough,alaska,AK,2013,14093
kodiak island borough,alaska,AK,2014,13907
kodiak island borough,alaska,AK,2015,13767
kodiak island borough,alaska,AK,2016,13728
kodiak island borough,alaska,AK,2017,13512
kodiak island borough,alaska,AK,2018,13250
kodiak island borough,alaska,AK,2019,12998
kusilvak census area,alaska,AK,2010,7467
kusilvak census area,alaska,AK,2011,7651
kusilvak census area,alaska,AK,2012,7794
kusilvak census area,alaska,AK,2013,7974
kusilvak census area,alaska,AK,2014,8100
kusilvak census area,alaska,AK,2015,8194
kusilvak census area,alaska,AK,2016,8181
kusilvak census area,alaska,AK,2017,8236
kusilvak census area,alaska,AK,2018,8323
kusilvak census area,alaska,AK,2019,8314
lake and peninsula borough,alaska,AK,2010,1639
lake and peninsula borough,alaska,AK,2011,1649
lake and peninsula borough,alaska,AK,2012,1649
lake and peninsula borough,alaska,AK,2013,1667
lake and peninsula borough,alaska,AK,2014,1647
lake and peninsula borough,alaska,AK,2015,1595
lake and peninsula borough,alaska,AK,2016,1600
lake and peninsula borough,alaska,AK,2017,1612
lake and peninsula borough,alaska,AK,2018,1596
lake and peninsula borough,alaska,AK,2019,1592
matanuska-susitna borough,alaska,AK,2010,89732
matanuska-susitna borough,alaska,AK,2011,91725
matanuska-susitna borough,alaska,AK,2012,93677
matanuska-susitna borough,alaska,AK,2013,95880
matanuska-susitna borough,alaska,AK,2014,98103
matanuska-susitna borough,alaska,AK,2015,101062
matanuska-susitna borough,alaska,AK,2016,104119
matanuska-susitna borough,alaska,AK,2017,106232
matanuska-susitna borough,alaska,AK,2018,107115
matanuska-susitna borough,alaska,AK,2019,108317
nome census area,alaska,AK,2010,9543
nome census area,alaska,AK,2011,9776
nome census area,alaska,AK,2012,9824
nome census area,alaska,AK,2013,9852
nome census area,alaska,AK,2014,9810
nome census area,alaska,AK,2015,9893
nome census area,alaska,AK,2016,9966
nome census area,alaska,AK,2017,10025
nome census area,alaska,AK,2018,10053
nome census area,alaska,AK,2019,10004
north slope borough,alaska,AK,2010,9478
north slope borough,alaska,AK,2011,9554
north slope borough,alaska,AK,2012,9698
north slope borough,alaska,AK,2013,9792
north slope borough,alaska,AK,2014,9776
north slope borough,alaska,AK,2015,9788
north slope borough,alaska,AK,2016,9694
north slope borough,alaska,AK,2017,9795
north slope borough,alaska,AK,2018,9850
north slope borough,alaska,AK,2019,9832
northwest arctic borough,alaska,AK,2010,7560
northwest arctic borough,alaska,AK,2011,7705
northwest arctic borough,alaska,AK,2012,7705
northwest arctic borough,alaska,AK,2013,7725
northwest arctic borough,alaska,AK,2014,7772
northwest arctic borough,alaska,AK,2015,7772
northwest arctic borough,alaska,AK,2016,7691
northwest arctic borough,alaska,AK,2017,7795
northwest arctic borough,alaska,AK,2018,7694
northwest arctic borough,alaska,AK,2019,7621
petersburg borough,alaska,AK,2010,3219
petersburg borough,alaska,AK,2011,3255
petersburg borough,alaska,AK,2012,3277
petersburg borough,alaska,AK,2013,3291
petersburg borough,alaska,AK,2014,3261
petersburg borough,alaska,AK,2015,3253
petersburg borough,alaska,AK,2016,3260
petersburg borough,alaska,AK,2017,3264
petersburg borough,alaska,AK,2018,3244
petersburg borough,alaska,AK,2019,3266
prince of wales-hyder census area,alaska,AK,2010,6211
prince of wales-hyder census area,alaska,AK,2011,6373
prince of wales-hyder census area,alaska,AK,2012,6423
prince of wales-hyder census area,alaska,AK,2013,6446
prince of wales-hyder census area,alaska,AK,2014,6463
prince of wales-hyder census area,alaska,AK,2015,6508
prince of wales-hyder census area,alaska,AK,2016,6519
prince of wales-hyder census area,alaska,AK,2017,6444
prince of wales-hyder census area,alaska,AK,2018,6360
prince of wales-hyder census area,alaska,AK,2019,6203
sitka city and borough,alaska,AK,2010,8881
sitka city and borough,alaska,AK,2011,8884
sitka city and borough,alaska,AK,2012,9017
sitka city and borough,alaska,AK,2013,8973
sitka city and borough,alaska,AK,2014,8838
sitka city and borough,alaska,AK,2015,8778
sitka city and borough,alaska,AK,2016,8736
sitka city and borough,alaska,AK,2017,8641
sitka city and borough,alaska,AK,2018,8554
sitka city and borough,alaska,AK,2019,8493
skagway municipality,alaska,AK,2010,968
skagway municipality,alaska,AK,2011,962
skagway municipality,alaska,AK,2012,998
skagway municipality,alaska,AK,2013,1026
skagway municipality,alaska,AK,2014,1054
skagway municipality,alaska,AK,2015,1088
skagway municipality,alaska,AK,2016,1132
skagway municipality,alaska,AK,2017,1167
skagway municipality,alaska,AK,2018,1169
skagway municipality,alaska,AK,2019,1183
southeast fairbanks census area,alaska,AK,2010,7061
southeast fairbanks census area,alaska,AK,2011,7150
southeast fairbanks census area,alaska,AK,2012,7172
southeast fairbanks census area,alaska,AK,2013,6986
southeast fairbanks census area,alaska,AK,2014,6925
southeast fairbanks census area,alaska,AK,2015,6812
southeast fairbanks census area,alaska,AK,2016,6857
southeast fairbanks census area,alaska,AK,2017,6892
southeast fairbanks census area,alaska,AK,2018,6937
southeast fairbanks census area,alaska,AK,2019,6893
valdez-cordova census area,alaska,AK,2010,9657
valdez-cordova census area,alaska,AK,2011,9740
valdez-cordova census area,alaska,AK,2012,9734
valdez-cordova census area,alaska,AK,2013,9781
valdez-cordova census area,alaska,AK,2014,9478
valdez-cordova census area,alaska,AK,2015,9319
valdez-cordova census area,alaska,AK,2016,9314
valdez-cordova census area,alaska,AK,2017,9220
valdez-cordova census area,alaska,AK,2018,9161
valdez-cordova census area,alaska,AK,2019,9202
wrangell city and borough,alaska,AK,2010,2371
wrangell city and borough,alaska,AK,2011,2394
wrangell city and borough,alaska,AK,2012,2420
wrangell city and borough,alaska,AK,2013,2448
wrangell city and borough,alaska,AK,2014,2441
wrangell city and borough,alaska,AK,2015,2453
wrangell city and borough,alaska,AK,2016,2496
wrangell city and borough,alaska,AK,2017,2521
wrangell city and borough,alaska,AK,2018,2538
wrangell city and borough,alaska,AK,2019,2502
yakutat city and borough,alaska,AK,2010,662
yakutat city and borough,alaska,AK,2011,656
yakutat city and borough,alaska,AK,2012,664
yakutat city and borough,alaska,AK,2013,651
yakutat city and borough,alaska,AK,2014,655
yakutat city and borough,alaska,AK,2015,635
yakutat city and borough,alaska,AK,2016,612
yakutat city and borough,alaska,AK,2017,602
yakutat city and borough,alaska,AK,2018,596
yakutat city and borough,alaska,AK,2019,579
yukon-koyukuk census area,alaska,AK,2010,5612
yukon-koyukuk census area,alaska,AK,2011,5629
yukon-koyukuk census area,alaska,AK,2012,5622
yukon-koyukuk census area,alaska,AK,2013,5560
yukon-koyukuk census area,alaska,AK,2014,5462
yukon-koyukuk census area,alaska,AK,2015,5465
yukon-koyukuk census area,alaska,AK,2016,5423
yukon-koyukuk census area,alaska,AK,2017,5409
yukon-koyukuk census area,alaska,AK,2018,5359
yukon-koyukuk census area,alaska,AK,2019,5230
apache county,arizona,AZ,2010,71829
apache county,arizona,AZ,2011,72182
apache county,arizona,AZ,2012,72229
apache county,arizona,AZ,2013,72322
apache county,arizona,AZ,2014,71796
apache county,arizona,AZ,2015,71012
apache county,arizona,AZ,2016,71381
apache county,arizona,AZ,2017,71545
apache county,arizona,AZ,2018,71731
apache county,arizona,AZ,2019,71887
cochise county,arizona,AZ,2010,131822
cochise county,arizona,AZ,2011,133097
cochise county,arizona,AZ,2012,132017
cochise county,arizona,AZ,2013,129578
cochise county,arizona,AZ,2014,127314
cochise county,arizona,AZ,2015,126454
cochise county,arizona,AZ,2016,125686
cochise county,arizona,AZ,2017,124864
cochise county,arizona,AZ,2018,126411
cochise county,arizona,AZ,2019,125922
coconino county,arizona,AZ,2010,134612
coconino county,arizona,AZ,2011,134275
coconino county,arizona,AZ,2012,136146
coconino county,arizona,AZ,2013,136699
coconino county,arizona,AZ,2014,137566
coconino county,arizona,AZ,2015,138962
coconino county,arizona,AZ,2016,140407
coconino county,arizona,AZ,2017,141001
coconino county,arizona,AZ,2018,142523
coconino county,arizona,AZ,2019,143476
gila county,arizona,AZ,2010,53561
gila county,arizona,AZ,2011,53440
gila county,arizona,AZ,2012,52994
gila county,arizona,AZ,2013,53005
gila county,arizona,AZ,2014,53044
gila county,arizona,AZ,2015,52978
gila county,arizona,AZ,2016,53356
gila county,arizona,AZ,2017,53578
gila county,arizona,AZ,2018,53801
gila county,arizona,AZ,2019,54018
graham county,arizona,AZ,2010,37152
graham county,arizona,AZ,2011,37126
graham county,arizona,AZ,2012,37015
graham county,arizona,AZ,2013,37433
graham county,arizona,AZ,2014,38099
graham county,arizona,AZ,2015,37860
graham county,arizona,AZ,2016,37807
graham county,arizona,AZ,2017,37481
graham county,arizona,AZ,2018,37995
graham county,arizona,AZ,2019,38837
greenlee county,arizona,AZ,2010,8339
greenlee county,arizona,AZ,2011,8585
greenlee county,arizona,AZ,2012,8764
greenlee county,arizona,AZ,2013,8916
greenlee county,arizona,AZ,2014,9349
greenlee county,arizona,AZ,2015,9577
greenlee county,arizona,AZ,2016,9643
greenlee county,arizona,AZ,2017,9443
greenlee county,arizona,AZ,2018,9448
greenlee county,arizona,AZ,2019,9498
la paz county,arizona,AZ,2010,20497
la paz county,arizona,AZ,2011,20604
la paz county,arizona,AZ,2012,20521
la paz county,arizona,AZ,2013,20522
la paz county,arizona,AZ,2014,20516
la paz county,arizona,AZ,2015,20466
la paz county,arizona,AZ,2016,20648
la paz county,arizona,AZ,2017,20706
la paz county,arizona,AZ,2018,21039
la paz county,arizona,AZ,2019,21108
maricopa county,arizona,AZ,2010,3825110
maricopa county,arizona,AZ,2011,3874996
maricopa county,arizona,AZ,2012,3947505
maricopa county,arizona,AZ,2013,4017723
maricopa county,arizona,AZ,2014,4093648
maricopa county,arizona,AZ,2015,4172905
maricopa county,arizona,AZ,2016,4256143
maricopa county,arizona,AZ,2017,4327184
maricopa county,arizona,AZ,2018,4402403
maricopa county,arizona,AZ,2019,4485414
mohave county,arizona,AZ,2010,200314
mohave county,arizona,AZ,2011,202812
mohave county,arizona,AZ,2012,203347
mohave county,arizona,AZ,2013,203126
mohave county,arizona,AZ,2014,203423
mohave county,arizona,AZ,2015,204574
mohave county,arizona,AZ,2016,205412
mohave county,arizona,AZ,2017,207017
mohave county,arizona,AZ,2018,209292
mohave county,arizona,AZ,2019,212181
navajo county,arizona,AZ,2010,107697
navajo county,arizona,AZ,2011,107552
navajo county,arizona,AZ,2012,107313
navajo county,arizona,AZ,2013,107135
navajo county,arizona,AZ,2014,107701
navajo county,arizona,AZ,2015,107638
navajo county,arizona,AZ,2016,108467
navajo county,arizona,AZ,2017,109079
navajo county,arizona,AZ,2018,110242
navajo county,arizona,AZ,2019,110924
pima county,arizona,AZ,2010,981620
pima county,arizona,AZ,2011,988381
pima county,arizona,AZ,2012,993052
pima county,arizona,AZ,2013,997127
pima county,arizona,AZ,2014,1004229
pima county,arizona,AZ,2015,1009103
pima county,arizona,AZ,2016,1016707
pima county,arizona,AZ,2017,1026391
pima county,arizona,AZ,2018,1036554
pima county,arizona,AZ,2019,1047279
pinal county,arizona,AZ,2010,379094
pinal county,arizona,AZ,2011,378041
pinal county,arizona,AZ,2012,382251
pinal county,arizona,AZ,2013,385398
pinal county,arizona,AZ,2014,395322
pinal county,arizona,AZ,2015,405614
pinal county,arizona,AZ,2016,417193
pinal county,arizona,AZ,2017,431564
pinal county,arizona,AZ,2018,446806
pinal county,arizona,AZ,2019,462789
santa cruz county,arizona,AZ,2010,47415
santa cruz county,arizona,AZ,2011,47667
santa cruz county,arizona,AZ,2012,47359
santa cruz county,arizona,AZ,2013,46939
santa cruz county,arizona,AZ,2014,46636
santa cruz county,arizona,AZ,2015,46542
santa cruz county,arizona,AZ,2016,46400
santa cruz county,arizona,AZ,2017,46566
santa cruz county,arizona,AZ,2018,46395
santa cruz county,arizona,AZ,2019,46498
yavapai county,arizona,AZ,2010,210983
yavapai county,arizona,AZ,2011,211044
yavapai county,arizona,AZ,2012,211990
yavapai county,arizona,AZ,2013,214421
yavapai county,arizona,AZ,2014,217716
yavapai county,arizona,AZ,2015,220805
yavapai county,arizona,AZ,2016,224575
yavapai county,arizona,AZ,2017,228082
yavapai county,arizona,AZ,2018,231772
yavapai county,arizona,AZ,2019,235099
yuma county,arizona,AZ,2010,197127
yuma county,arizona,AZ,2011,202841
yuma county,arizona,AZ,2012,202475
yuma county,arizona,AZ,2013,202420
yuma county,arizona,AZ,2014,204054
yuma county,arizona,AZ,2015,205186
yuma county,arizona,AZ,2016,207247
yuma county,arizona,AZ,2017,209507
yuma county,arizona,AZ,2018,211612
yuma county,arizona,AZ,2019,213787
arkansas county,arkansas,AR,2010,19009
arkansas county,arkansas,AR,2011,18871
arkansas county,arkansas,AR,2012,18964
arkansas county,arkansas,AR,2013,18755
arkansas county,arkansas,AR,2014,18479
arkansas county,arkansas,AR,2015,18330
arkansas county,arkansas,AR,2016,18154
arkansas county,arkansas,AR,2017,17872
arkansas county,arkansas,AR,2018,17726
arkansas county,arkansas,AR,2019,17486
ashley county,arkansas,AR,2010,21829
ashley county,arkansas,AR,2011,21673
ashley county,arkansas,AR,2012,21515
ashley county,arkansas,AR,2013,21278
ashley county,arkansas,AR,2014,20956
ashley county,arkansas,AR,2015,20838
ashley county,arkansas,AR,2016,20530
ashley county,arkansas,AR,2017,20311
ashley county,arkansas,AR,2018,20012
ashley county,arkansas,AR,2019,19657
baxter county,arkansas,AR,2010,41510
baxter county,arkansas,AR,2011,41349
baxter county,arkansas,AR,2012,41080
baxter county,arkansas,AR,2013,40983
baxter county,arkansas,AR,2014,40888
baxter county,arkansas,AR,2015,41138
baxter county,arkansas,AR,2016,41131
baxter county,arkansas,AR,2017,41308
baxter county,arkansas,AR,2018,41624
baxter county,arkansas,AR,2019,41932
benton county,arkansas,AR,2010,222593
benton county,arkansas,AR,2011,229171
benton county,arkansas,AR,2012,234938
benton county,arkansas,AR,2013,239461
benton county,arkansas,AR,2014,244841
benton county,arkansas,AR,2015,251591
benton county,arkansas,AR,2016,259212
benton county,arkansas,AR,2017,266585
benton county,arkansas,AR,2018,272266
benton county,arkansas,AR,2019,279141
boone county,arkansas,AR,2010,36893
boone county,arkansas,AR,2011,37086
boone county,arkansas,AR,2012,37333
boone county,arkansas,AR,2013,37328
boone county,arkansas,AR,2014,37116
boone county,arkansas,AR,2015,37119
boone county,arkansas,AR,2016,37259
boone county,arkansas,AR,2017,37459
boone county,arkansas,AR,2018,37385
boone county,arkansas,AR,2019,37432
bradley county,arkansas,AR,2010,11470
bradley county,arkansas,AR,2011,11432
