county_fips,pct_rural,rural
55061,78.92,Mostly Rural
55063,15.38,Mostly Urban
55065,100,Rural
55067,63.61,Mostly Rural
55069,60.36,Mostly Rural
55071,36.52,Mostly Urban
55073,42.37,Mostly Urban
55075,69.81,Mostly Rural
55077,100,Rural
55078,100,Rural
55079,0.3,Mostly Urban
55081,55.58,Mostly Rural
55083,84.47,Mostly Rural
55085,83.48,Mostly Rural
55087,23.57,Mostly Urban
55089,23.3,Mostly Urban
55091,100,Rural
55093,64.04,Mostly Rural
55095,93.86,Mostly Rural
55097,38.72,Mostly Urban
55099,100,Rural
55101,12.23,Mostly Urban
55103,70.66,Mostly Rural
55105,20.83,Mostly Urban
55107,77.91,Mostly Rural
55109,53.72,Mostly Rural
55111,49.76,Mostly Urban
55113,100,Rural
55115,77.62,Mostly Rural
55117,27.21,Mostly Urban
55119,76.77,Mostly Rural
55121,100,Rural
55123,84.2,Mostly Rural
55125,100,Rural
55127,37.85,Mostly Urban
55129,88.57,Mostly Rural
55131,32.2,Mostly Urban
55133,11.15,Mostly Urban
55135,63.31,Mostly Rural
55137,99.74,Mostly Rural
55139,16.07,Mostly Urban
55141,33.65,Mostly Urban
56001,18.27,Mostly Urban
56003,100,Rural
56005,37.55,Mostly Urban
56007,54.18,Mostly Rural
56009,57.56,Mostly Rural
56011,100,Rural
56013,51.06,Mostly Rural
56015,46.95,Mostly Urban
56017,31.47,Mostly Urban
56019,50.73,Mostly Rural
56021,15.34,Mostly Urban
56023,80.43,Mostly Rural
56025,15.19,Mostly Urban
56027,100,Rural
56029,45.61,Mostly Urban
56031,61.9,Mostly Rural
56033,37.23,Mostly Urban
56035,100,Rural
56037,12.75,Mostly Urban
56039,56.71,Mostly Rural
56041,41.49,Mostly Urban
56043,32.68,Mostly Urban
56045,56.73,Mostly Rural
